"_id";"sending_timestamp";"lokatorsID";"temp";"mem";"CPU_load_15";"CPU_load_1";"CPU_load_5"
"4a890fae99b3195919a0a90297a358b6";"2017-07-23T01:10:29.299Z";"test-1";42.9;944;0.01;0;0.03
"54e1240b181368c01575a7e9fd67448d";"2017-07-23T01:05:28.997Z";"test-1";42.4;944;0.02;0.01;0.05
"8796acdd7202f1dd94966f0ba754e40a";"2017-07-23T01:00:28.699Z";"test-1";42.9;944;0.03;0.04;0.08
"e78f8c49dfea6747d16b87883163a261";"2017-07-23T00:55:28.410Z";"test-1";42.9;944;0.02;0.16;0.08
"4a890fae99b3195919a0a902977fb9a3";"2017-07-23T00:50:28.155Z";"test-1";42.4;944;0.01;0.01;0.05
"e78f8c49dfea6747d16b878831621f19";"2017-07-23T00:45:27.884Z";"test-1";42.9;944;0;0.02;0.04
"4a890fae99b3195919a0a902977b3f09";"2017-07-23T00:40:27.554Z";"test-1";42.9;944;0.01;0.1;0.05
"0c482e8ed7da6c4cbf6ba223637304a1";"2017-07-23T00:35:27.320Z";"test-1";42.9;944;0;0.03;0.03
"0c482e8ed7da6c4cbf6ba223637215ba";"2017-07-23T00:30:27.072Z";"test-1";42.9;944;0;0;0
"8796acdd7202f1dd94966f0ba74a5684";"2017-07-23T00:25:26.785Z";"test-1";42.9;944;0;0.03;0.02
"0c482e8ed7da6c4cbf6ba22363708823";"2017-07-23T00:20:26.516Z";"test-1";42.9;944;0;0;0.01
"8796acdd7202f1dd94966f0ba7492eb9";"2017-07-23T00:15:26.261Z";"test-1";43.5;944;0;0;0.01
"0c482e8ed7da6c4cbf6ba223636f3c72";"2017-07-23T00:10:25.999Z";"test-1";43.5;944;0;0.07;0.04
"8796acdd7202f1dd94966f0ba747eabc";"2017-07-23T00:05:25.708Z";"test-1";42.9;944;0;0.03;0.03
"1fcf80932b16e3544fbe51b29fd4970e";"2017-07-23T00:00:25.456Z";"test-1";42.9;944;0;0.02;0.02
"4a890fae99b3195919a0a90297467bdb";"2017-07-22T23:55:25.183Z";"test-1";42.9;944;0;0;0
"0c482e8ed7da6c4cbf6ba223636b9917";"2017-07-22T23:50:24.913Z";"test-1";43.5;944;0;0.06;0.04
"e78f8c49dfea6747d16b8788314e20fd";"2017-07-22T23:45:24.636Z";"test-1";42.9;944;0;0;0.01
"e78f8c49dfea6747d16b878831406de1";"2017-07-22T23:40:24.394Z";"test-1";42.9;944;0;0;0.02
"54e1240b181368c01575a7e9fd288c9a";"2017-07-22T23:35:24.194Z";"test-1";43.5;944;0;0;0.04
"54e1240b181368c01575a7e9fd27df6f";"2017-07-22T23:30:23.816Z";"test-1";43.5;944;0.01;0.03;0.07
"e78f8c49dfea6747d16b8788313c9f3d";"2017-07-22T23:25:23.516Z";"test-1";42.9;944;0.02;0.29;0.1
"8796acdd7202f1dd94966f0ba713fe7c";"2017-07-22T23:20:23.258Z";"test-1";42.9;944;0.01;0.19;0.08
"8796acdd7202f1dd94966f0ba7130fc1";"2017-07-22T23:15:23.007Z";"test-1";42.9;944;0.01;0.06;0.07
"54e1240b181368c01575a7e9fd24fff8";"2017-07-22T23:10:22.754Z";"test-1";42.9;944;0;0.09;0.05
"54e1240b181368c01575a7e9fd239a91";"2017-07-22T23:05:22.476Z";"test-1";42.9;944;0.01;0.15;0.03
"54e1240b181368c01575a7e9fd22ddb6";"2017-07-22T23:00:22.218Z";"test-1";43.5;944;0;0.06;0.02
"4a890fae99b3195919a0a90297257ba1";"2017-07-22T22:55:21.897Z";"test-1";42.9;944;0;0;0
"0c482e8ed7da6c4cbf6ba2236360c9d9";"2017-07-22T22:50:21.670Z";"test-1";42.9;944;0;0.03;0.03
"54e1240b181368c01575a7e9fd1e4b8f";"2017-07-22T22:45:21.388Z";"test-1";42.4;944;0;0.02;0.02
"4a890fae99b3195919a0a902971fa1be";"2017-07-22T22:40:21.120Z";"test-1";42.9;944;0;0.05;0.03
"e78f8c49dfea6747d16b878831162563";"2017-07-22T22:35:20.819Z";"test-1";42.9;944;0;0;0.02
"e78f8c49dfea6747d16b87883115a2b9";"2017-07-22T22:30:20.586Z";"test-1";42.9;944;0;0;0.03
"8796acdd7202f1dd94966f0ba706fa21";"2017-07-22T22:25:20.290Z";"test-1";42.9;944;0.03;0.08;0.09
"e78f8c49dfea6747d16b87883111be44";"2017-07-22T22:20:20.092Z";"test-1";42.9;944;0.01;0.13;0.07
"e78f8c49dfea6747d16b87883110ccc1";"2017-07-22T22:15:19.821Z";"test-1";42.9;944;0;0.03;0.02
"eae62d203a352cb741ce5de828d448ba";"2017-07-22T22:10:19.561Z";"test-1";43.5;944;0;0;0.01
"1fcf80932b16e3544fbe51b29f782352";"2017-07-22T22:05:19.300Z";"test-1";43.5;944;0;0;0
"eae62d203a352cb741ce5de828d1fd7f";"2017-07-22T22:00:19.051Z";"test-1";42.9;944;0;0.04;0.03
"54e1240b181368c01575a7e9fd0518e7";"2017-07-22T21:55:18.806Z";"test-1";42.9;944;0;0.01;0.01
"8838ddaab7036995c77fd1825fd48dc0";"2017-07-22T21:50:18.560Z";"test-1";42.9;944;0;0;0.02
"eae62d203a352cb741ce5de828bf20cd";"2017-07-22T21:45:18.309Z";"test-1";43.5;944;0.01;0.13;0.05
"54e1240b181368c01575a7e9fd01f708";"2017-07-22T21:40:18.105Z";"test-1";42.9;944;0;0.06;0.02
"7217f480e449ebdd7214aa2469fb94f7";"2017-07-22T21:35:17.776Z";"test-1";42.9;944;0;0.06;0.04
"52f81ae332a387e0a674725619566b66";"2017-07-22T21:30:17.509Z";"test-1";42.9;944;0.01;0.17;0.08
"7217f480e449ebdd7214aa2469b89491";"2017-07-22T21:25:17.239Z";"test-1";42.9;944;0;0.02;0.02
"52f81ae332a387e0a6747256194c3887";"2017-07-22T21:20:17.011Z";"test-1";42.9;944;0;0.02;0.03
"eae62d203a352cb741ce5de82835f0d9";"2017-07-22T21:15:16.700Z";"test-1";42.9;944;0.01;0.06;0.05
"7217f480e449ebdd7214aa2469b5793d";"2017-07-22T21:10:16.438Z";"test-1";42.9;944;0;0;0.04
"7217f480e449ebdd7214aa2469b4b34b";"2017-07-22T21:05:16.150Z";"test-1";42.9;944;0.01;0.08;0.05
"5a96f63f394d64cda78b1382027e6ee5";"2017-07-22T21:00:15.903Z";"test-1";44;944;0;0.07;0.02
"5a96f63f394d64cda78b13820275641b";"2017-07-22T20:55:15.621Z";"test-1";42.9;944;0;0.02;0.04
"8838ddaab7036995c77fd1825f4d38a5";"2017-07-22T20:50:15.373Z";"test-1";43.5;944;0.01;0.18;0.07
"52f81ae332a387e0a6747256193a338c";"2017-07-22T20:45:15.117Z";"test-1";42.9;944;0.01;0.1;0.06
"eae62d203a352cb741ce5de82806fe68";"2017-07-22T20:40:14.886Z";"test-1";42.9;944;0;0.07;0.05
"eae62d203a352cb741ce5de8280625e8";"2017-07-22T20:35:14.590Z";"test-1";43.5;944;0;0.05;0.06
"40a4cb7a285d2b4c961147b6f65f2443";"2017-07-22T20:30:14.316Z";"test-1";42.9;944;0.01;0.09;0.04
"40a4cb7a285d2b4c961147b6f64d9f45";"2017-07-22T20:25:14.067Z";"test-1";42.9;944;0;0.05;0.04
"52f81ae332a387e0a67472561915f4cc";"2017-07-22T20:20:13.793Z";"test-1";42.9;944;0;0.01;0.03
"52f81ae332a387e0a6747256191501b3";"2017-07-22T20:15:13.526Z";"test-1";42.9;944;0;0.02;0.05
"5a96f63f394d64cda78b13820233e840";"2017-07-22T20:10:13.281Z";"test-1";42.9;944;0.01;0.08;0.06
"5a96f63f394d64cda78b1382022f9ce7";"2017-07-22T20:05:13.008Z";"test-1";43.5;944;0;0.04;0.03
"5a96f63f394d64cda78b1382022d88fd";"2017-07-22T20:00:12.774Z";"test-1";42.9;944;0;0.02;0.03
"40a4cb7a285d2b4c961147b6f6404d0b";"2017-07-22T19:55:12.497Z";"test-1";43.5;944;0.01;0.02;0.06
"eca2406ee169a87aa062c4d3f0a1cda7";"2017-07-22T19:50:12.258Z";"test-1";42.9;944;0.01;0.16;0.06
"40a4cb7a285d2b4c961147b6f6371121";"2017-07-22T19:45:11.994Z";"test-1";42.9;944;0;0;0.03
"40a4cb7a285d2b4c961147b6f614fd16";"2017-07-22T19:40:11.689Z";"test-1";42.9;944;0.01;0.11;0.07
"eda6f161b72f6f3b62ab4925d4b5041f";"2017-07-22T19:35:11.412Z";"test-1";43.5;944;0;0.05;0.04
"6e6a291dd052ef144e81c4e85f4f79ca";"2017-07-22T19:30:11.146Z";"test-1";43.5;944;0.01;0.07;0.07
"ff143629472a58c91a35b8f14046806c";"2017-07-22T19:25:10.889Z";"test-1";42.9;944;0;0.03;0.04
"ff143629472a58c91a35b8f14043fe11";"2017-07-22T19:20:10.636Z";"test-1";42.9;944;0;0.04;0.04
"eda6f161b72f6f3b62ab4925d47de45b";"2017-07-22T19:15:10.414Z";"test-1";43.5;944;0.01;0.12;0.07
"a8c6d5c7b58220018ce7d79be78e52ce";"2017-07-22T19:10:10.113Z";"test-1";43.5;944;0;0.02;0.03
"0d8352e267428e26a48e4bd6705df335";"2017-07-22T19:05:09.920Z";"test-1";42.9;944;0;0;0
"a8c6d5c7b58220018ce7d79be783defc";"2017-07-22T19:00:09.626Z";"test-1";42.9;944;0;0;0.03
"c3a238dc9ec87abf626189c63bf552d7";"2017-07-22T18:55:09.400Z";"test-1";43.5;944;0.01;0.09;0.07
"a8c6d5c7b58220018ce7d79be77b9eaa";"2017-07-22T18:50:09.111Z";"test-1";43.5;944;0;0.1;0.05
"060962d550705840e435d50602eec748";"2017-07-22T18:45:08.893Z";"test-1";42.9;944;0;0.03;0.02
"c3a238dc9ec87abf626189c63b10d13b";"2017-07-22T18:40:08.618Z";"test-1";42.9;944;0;0.01;0.03
"a8c6d5c7b58220018ce7d79be73aff24";"2017-07-22T18:35:08.356Z";"test-1";43.5;944;0;0.06;0.05
"6aa9d8afda38edfeb25f65477d912389";"2017-07-22T18:30:08.088Z";"test-1";42.9;944;0.02;0.04;0.08
"6aa9d8afda38edfeb25f65477d8fbc8e";"2017-07-22T18:25:07.823Z";"test-1";43.5;944;0;0.05;0.05
"a8c6d5c7b58220018ce7d79be73248f7";"2017-07-22T18:20:07.584Z";"test-1";42.9;944;0.01;0.06;0.06
"c3a238dc9ec87abf626189c63b017c61";"2017-07-22T18:15:07.369Z";"test-1";43.5;944;0.01;0.13;0.06
"d43d963f905d9260d1d3ca483eff33cc";"2017-07-22T18:10:07.114Z";"test-1";43.5;944;0.03;0.08;0.08
"6aa9d8afda38edfeb25f65477d8b6a37";"2017-07-22T18:05:06.876Z";"test-1";41.9;944;0;0;0
"6aa9d8afda38edfeb25f65477d8a3fd3";"2017-07-22T18:00:06.581Z";"test-1";42.9;944;0;0;0.01
"d43d963f905d9260d1d3ca483ec9dae6";"2017-07-22T17:55:06.324Z";"test-1";43.5;944;0;0;0.03
"d43d963f905d9260d1d3ca483ec8ca1f";"2017-07-22T17:50:06.068Z";"test-1";42.9;944;0.02;0.12;0.07
"f7bf0f194d745682dd0717c2310e03a4";"2017-07-22T17:45:05.822Z";"test-1";42.9;944;0.01;0.06;0.04
"03b274f73d180f9b73195f308bffa0d0";"2017-07-22T17:40:05.500Z";"test-1";42.9;944;0.02;0;0.01
"6aa9d8afda38edfeb25f65477d72efcf";"2017-07-22T17:35:05.213Z";"test-1";42.9;944;0.05;0;0.05
"6aa9d8afda38edfeb25f65477d7164e7";"2017-07-22T17:30:04.970Z";"test-1";42.9;944;0.07;0.16;0.13
"6321b97edf9304e8b9d48f71cffe40d6";"2017-07-22T17:25:04.716Z";"test-1";42.9;944;0.04;0.08;0.06
"6321b97edf9304e8b9d48f71cffbd212";"2017-07-22T17:20:04.483Z";"test-1";42.9;944;0.04;0;0.06
"6aa9d8afda38edfeb25f65477d6c9bc6";"2017-07-22T17:15:04.192Z";"test-1";42.9;944;0.05;0.1;0.13
"03b274f73d180f9b73195f308be38f0f";"2017-07-22T17:10:03.965Z";"test-1";42.9;944;0.04;0.16;0.13
"ec5a19539b12c3dabaaca4298f7ebb69";"2017-07-22T17:05:03.681Z";"test-1";42.9;944;0;0.01;0.05
"3c2ebb81eebcc87f8c807a19cdf50346";"2017-07-22T17:00:03.493Z";"test-1";42.9;944;0;0;0.02
"df0ca2f71a671466d26d2f5951b3941c";"2017-07-22T16:55:03.211Z";"test-1";42.9;944;0.02;0.08;0.06
"03b274f73d180f9b73195f308bb215a1";"2017-07-22T16:50:03.000Z";"test-1";42.9;944;0.02;0.11;0.08
"542f765751a544ffc7620111db1e2b6f";"2017-07-22T16:45:02.699Z";"test-1";42.9;944;0.01;0;0.03
"7a3e550d610798e228aacf82119a7c2f";"2017-07-22T16:40:02.473Z";"test-1";42.9;944;0.03;0.02;0.05
"3e4fbc28895ff1d040241cafcfaebcaa";"2017-07-22T16:35:02.205Z";"test-1";42.9;944;0.04;0.04;0.06
"7a3e550d610798e228aacf82118ad515";"2017-07-22T16:30:01.986Z";"test-1";42.9;944;0.05;0.19;0.14
"3e4fbc28895ff1d040241cafcfac0f64";"2017-07-22T16:25:01.752Z";"test-1";42.9;944;0.02;0.17;0.07
"03b274f73d180f9b73195f308ba28a52";"2017-07-22T16:20:01.496Z";"test-1";42.9;944;0;0.07;0.02
"03b274f73d180f9b73195f308b9f94ca";"2017-07-22T16:15:01.268Z";"test-1";43.5;944;0;0;0
"3e4fbc28895ff1d040241cafcf8d1362";"2017-07-22T16:10:01.005Z";"test-1";43.5;944;0;0.03;0.02
"3c2ebb81eebcc87f8c807a19cd625f79";"2017-07-22T16:05:00.783Z";"test-1";43.5;944;0;0.01;0.03
"20b3473e620791abd25aaf2c212b104d";"2017-07-22T16:00:00.571Z";"test-1";42.9;944;0;0.01;0.04
"24ded59859d7f11682ba4f80cabab5b1";"2017-07-22T15:55:00.362Z";"test-1";42.9;944;0.01;0.04;0.06
"20b268b77b6b49dc997a176dbd2e9608";"2017-07-22T15:50:00.135Z";"test-1";42.9;944;0.01;0.08;0.04
"335149fd6f747c67c2ee40cd6a4f1df0";"2017-07-22T15:44:59.835Z";"test-1";43.5;944;0;0.01;0.03
"2c22f1c2f1b5470eaf9f15b87171e938";"2017-07-22T15:39:59.590Z";"test-1";42.9;944;0;0.04;0.05
"c6ad7f2fb159ef4ddc5af23242c98595";"2017-07-22T15:34:59.301Z";"test-1";42.9;944;0;0.02;0.05
"56cf7cb005e80abebbb6724758908bfc";"2017-07-22T15:29:59.064Z";"test-1";43.5;944;0.02;0.13;0.09
"24ded59859d7f11682ba4f80ca914f80";"2017-07-22T15:24:58.794Z";"test-1";42.9;944;0.01;0.08;0.04
"3377a9636a9d36c660d11ee0ae3a2680";"2017-07-22T15:19:58.550Z";"test-1";42.9;944;0;0.02;0.01
"3377a9636a9d36c660d11ee0ae3845d6";"2017-07-22T15:14:58.272Z";"test-1";42.9;944;0;0;0.02
"03b274f73d180f9b73195f308b300edd";"2017-07-22T15:09:58.032Z";"test-1";42.9;944;0;0.05;0.06
"03b274f73d180f9b73195f308b2cd18a";"2017-07-22T15:04:57.782Z";"test-1";43.5;944;0;0.05;0.05
"24ded59859d7f11682ba4f80ca139685";"2017-07-22T14:59:57.559Z";"test-1";44;944;0;0.06;0.03
"6fbf7053efb6172fa32454a9801fa3de";"2017-07-22T14:54:57.257Z";"test-1";44;944;0.01;0.02;0.05
"30b45fe7649cee200837f32dcfa48d93";"2017-07-22T14:49:57.036Z";"test-1";43.5;944;0.01;0.08;0.05
"30b45fe7649cee200837f32dcfa3bae1";"2017-07-22T14:44:56.740Z";"test-1";43.5;944;0;0.08;0.04
"30b45fe7649cee200837f32dcf9f1f23";"2017-07-22T14:39:56.485Z";"test-1";42.9;944;0;0;0.02
"366019c1d096bb1a81302a0abddffabe";"2017-07-22T14:34:56.181Z";"test-1";43.5;944;0;0;0.03
"3d20038f0914cd01d07f84d55dd338f0";"2017-07-22T14:29:55.928Z";"test-1";42.9;944;0.01;0.11;0.07
"6fbf7053efb6172fa32454a98012bea5";"2017-07-22T14:24:55.666Z";"test-1";43.5;944;0.01;0.07;0.04
"30b45fe7649cee200837f32dcf61fc97";"2017-07-22T14:19:55.374Z";"test-1";44;944;0.04;0.09;0.07
"1fb801e2f22a2f988734668e68efaefa";"2017-07-22T14:14:55.115Z";"test-1";43.5;944;0.04;0.02;0.07
"30b45fe7649cee200837f32dcf57e8e5";"2017-07-22T14:09:54.886Z";"test-1";42.9;944;0.05;0.3;0.14
"8ca6ffc51305bffc6a4bc038a7ef4e58";"2017-07-22T14:04:54.615Z";"test-1";42.9;944;0.04;0.36;0.14
"cefd071c739c8dec43d73f6435f9f175";"2017-07-22T13:59:54.362Z";"test-1";42.9;944;0.01;0;0.03
"ff317a17a004ed5e7635059f02fa6300";"2017-07-22T13:54:54.096Z";"test-1";43.5;944;0.02;0.01;0.05
"30b45fe7649cee200837f32dcf4eed02";"2017-07-22T13:49:53.863Z";"test-1";44.5;944;0.03;0.07;0.08
"8ca6ffc51305bffc6a4bc038a7d19ed0";"2017-07-22T13:44:53.602Z";"test-1";44;944;0.02;0.09;0.09
"8ca6ffc51305bffc6a4bc038a7cafe07";"2017-07-22T13:39:53.325Z";"test-1";44;944;0.01;0.05;0.07
